date,sex,race,age,city,suspicion,action
2014-02-24,male,hispanic,53,Roslindale,Probable Cause,stopped
2014-02-24,male,white,49,Boston,Reasonable Suspicion,stopped
2014-02-24,male,hispanic,39,Boston,Reasonable Suspicion,stopped
2014-02-24,male,black,33,Dorchester,Probable Cause,stopped
2014-02-24,male,black,20,Roxbury,Probable Cause,stopped
2014-02-24,male,black,27,Charlestown,Probable Cause,observed
2014-02-24,male,hispanic,17,Dorchester,Probable Cause,stopped
2014-02-24,male,black,40,Boston,Probable Cause,observed
2014-02-24,male,white,49,Charlestown,Reasonable Suspicion,stopped
2014-02-24,male,white,47,Charlestown,Reasonable Suspicion,observed
2014-02-24,male,black,24,Dorchester,Probable Cause,observed
2014-02-24,female,white,51,Boston,Reasonable Suspicion,stopped
2014-02-24,male,black,25,Hyde Park,Probable Cause,stopped
2014-02-24,male,black,35,Dorchester,Consented to be Search,stopped
2014-02-25,male,hispanic,25,East Boston,Consented to be Search,stopped
2014-02-25,male,black,17,Roxbury,Reasonable Suspicion,stopped
2014-02-25,female,black,17,Brighton,Reasonable Suspicion,stopped
2014-02-25,male,black,26,Hyde Park,Reasonable Suspicion,stopped
2014-02-25,male,black,16,Roxbury,Reasonable Suspicion,observed
2014-02-26,female,black,40,Roxbury,Probable Cause,stopped
2014-02-26,male,black,46,Charlestown,Reasonable Suspicion,stopped
2014-02-26,male,hispanic,39,East Boston,Probable Cause,stopped
2014-02-26,male,white,26,Dorchester,Reasonable Suspicion,stopped
2014-02-27,male,hispanic,25,Dorchester,Probable Cause,stopped
2014-02-27,male,white,33,Boston,Probable Cause,stopped
2014-02-27,male,white,14,East Boston,Reasonable Suspicion,stopped
2014-02-27,male,black,17,Dorchester,Probable Cause,stopped
2014-02-27,male,white,12,East Boston,Reasonable Suspicion,stopped
2014-02-27,male,hispanic,16,East Boston,Reasonable Suspicion,stopped
2014-02-28,male,black,28,East Boston,Probable Cause,stopped
2014-02-28,male,black,28,Roxbury,Probable Cause,stopped
2014-02-28,male,hispanic,47,East Boston,Reasonable Suspicion,observed
2014-02-28,male,hispanic,17,East Boston,Reasonable Suspicion,stopped
2014-02-28,male,black,65,Boston,Probable Cause,observed
2014-02-28,male,hispanic,17,East Boston,Reasonable Suspicion,stopped
2014-03-01,male,black,19,Mattapan,Probable Cause,stopped
2014-03-01,male,black,18,Boston,Probable Cause,stopped
2014-03-01,male,black,19,Roxbury,Probable Cause,stopped
2014-03-01,female,white,48,Boston,Probable Cause,stopped
2014-03-01,male,black,23,Dorchester,Probable Cause,stopped
2014-03-01,male,black,27,Roxbury,Probable Cause,stopped
2014-03-02,male,black,26,Hyde Park,Probable Cause,stopped
2014-03-02,male,hispanic,50,East Boston,Reasonable Suspicion,stopped
2014-03-02,male,white,17,Roxbury,Reasonable Suspicion,stopped
2014-03-02,male,white,43,Hyde Park,Probable Cause,stopped
2014-03-03,male,black,58,Boston,Reasonable Suspicion,observed
2014-03-03,male,hispanic,33,Jamaica Plain,Reasonable Suspicion,stopped
2014-03-03,male,black,24,Dorchester,Reasonable Suspicion,stopped
2014-03-03,male,black,31,Hyde Park,Probable Cause,stopped
2014-03-03,female,black,50,Charlestown,Probable Cause,stopped
2014-03-03,male,hispanic,29,East Boston,Probable Cause,stopped
2014-03-03,female,white,42,Charlestown,Reasonable Suspicion,stopped
2014-03-04,male,black,19,Hyde Park,Probable Cause,stopped
2014-03-04,male,black,39,Roslindale,Probable Cause,observed
2014-03-04,male,hispanic,22,Roxbury,Probable Cause,observed
2014-03-04,male,hispanic,26,Roxbury,Reasonable Suspicion,stopped
2014-03-04,male,white,24,Dorchester,Probable Cause,stopped
2014-03-04,male,black,23,Roxbury,Probable Cause,stopped
2014-03-05,male,hispanic,19,Hyde Park,Probable Cause,stopped
2014-03-05,male,black,25,Roslindale,Probable Cause,stopped
2014-03-05,male,hispanic,17,East Boston,Reasonable Suspicion,stopped
2014-03-05,male,black,32,Dorchester,Probable Cause,stopped
2014-03-05,male,black,21,Boston,Probable Cause,observed
2014-03-06,male,hispanic,23,East Boston,Probable Cause,stopped
2014-03-06,male,hispanic,28,Dorchester,Probable Cause,stopped
2014-03-06,male,black,17,Dorchester,Reasonable Suspicion,stopped
2014-03-06,male,black,53,Dorchester,Probable Cause,stopped
2014-03-06,male,white,49,West Roxbury,Probable Cause,stopped
2014-03-06,male,hispanic,25,East Boston,Probable Cause,stopped
2014-03-07,female,white,25,Boston,Reasonable Suspicion,stopped
2014-03-07,male,black,28,Hyde Park,Reasonable Suspicion,stopped
2014-03-07,male,white,27,Boston,Reasonable Suspicion,stopped
2014-03-07,male,black,30,Hyde Park,Consented to be Search,stopped
2014-03-07,male,black,57,Boston,Probable Cause,stopped
2014-03-08,male,black,32,Dorchester,Probable Cause,stopped
2014-03-08,male,hispanic,27,East Boston,Probable Cause,stopped
2014-03-08,male,hispanic,28,Roxbury,Probable Cause,observed
2014-03-08,male,hispanic,27,South Boston,Probable Cause,stopped
2014-03-08,male,white,24,Boston,Consented to be Search,stopped
2014-03-08,male,black,59,Dorchester,Probable Cause,stopped
2014-03-08,male,black,29,Boston,Probable Cause,stopped
2014-03-09,male,hispanic,53,Roslindale,Probable Cause,stopped
2014-03-09,male,black,46,Boston,Probable Cause,stopped
2014-03-09,male,black,20,Jamaica Plain,Probable Cause,stopped
2014-03-09,male,white,19,Jamaica Plain,Probable Cause,stopped
2014-03-09,male,hispanic,21,East Boston,Probable Cause,observed
2014-03-09,male,hispanic,15,Boston,Probable Cause,stopped
2014-03-09,male,black,41,Boston,Reasonable Suspicion,observed
2014-03-09,male,black,49,Hyde Park,Probable Cause,observed
2014-03-10,male,hispanic,23,Dorchester,Reasonable Suspicion,stopped
2014-03-10,male,black,21,Boston,Reasonable Suspicion,observed
2014-03-10,male,black,24,Boston,Probable Cause,stopped
2014-03-10,female,black,24,Roxbury,Reasonable Suspicion,stopped
2014-03-10,male,black,44,Boston,Consented to be Search,stopped
2014-03-10,male,black,24,Roxbury,Probable Cause,observed
2014-03-10,male,hispanic,58,Jamaica Plain,Reasonable Suspicion,stopped
2014-03-10,male,black,22,Boston,Reasonable Suspicion,stopped
2014-03-10,male,black,22,Dorchester,Probable Cause,stopped
2014-03-11,male,black,32,Boston,Probable Cause,observed
2014-03-11,male,black,20,Dorchester,Probable Cause,stopped
2014-03-11,male,black,27,Dorchester,Probable Cause,stopped
2014-03-11,male,black,26,Dorchester,Probable Cause,stopped
2014-03-11,male,hispanic,22,East Boston,Probable Cause,stopped
2014-03-11,female,black,38,Dorchester,Probable Cause,stopped
2014-03-11,male,black,24,Dorchester,Consented to be Search,stopped
2014-03-11,female,white,31,Boston,Reasonable Suspicion,stopped
2014-03-11,female,black,52,Dorchester,Probable Cause,stopped
2014-03-12,male,black,18,Boston,Probable Cause,stopped
2014-03-12,male,hispanic,27,Boston,Reasonable Suspicion,observed
2014-03-12,male,black,18,Dorchester,Probable Cause,stopped
2014-03-12,male,black,15,Dorchester,Reasonable Suspicion,stopped
2014-03-12,male,white,25,East Boston,Reasonable Suspicion,observed
2014-03-12,male,black,38,Boston,Reasonable Suspicion,stopped
2014-03-12,male,black,36,Dorchester,Reasonable Suspicion,stopped
2014-03-12,male,black,54,Dorchester,Probable Cause,stopped
2014-03-12,male,hispanic,38,Boston,Reasonable Suspicion,stopped
2014-03-13,female,black,27,Dorchester,Probable Cause,stopped
2014-03-13,male,white,47,Boston,Reasonable Suspicion,observed
2014-03-13,male,black,27,Jamaica Plain,Reasonable Suspicion,stopped
2014-03-13,male,hispanic,21,East Boston,Reasonable Suspicion,stopped
2014-03-13,male,hispanic,32,East Boston,Reasonable Suspicion,observed
2014-03-13,male,white,23,East Boston,Reasonable Suspicion,stopped
2014-03-13,female,white,25,Boston,Probable Cause,stopped
2014-03-13,male,white,54,Jamaica Plain,Probable Cause,stopped
2014-03-13,male,black,34,Roxbury,Probable Cause,stopped
2014-03-13,male,hispanic,17,Roxbury,Consented to be Search,observed
2014-03-13,male,black,55,Boston,Probable Cause,stopped
2014-03-13,male,hispanic,18,Roxbury,Consented to be Search,stopped
2014-03-13,male,black,24,Allston,Reasonable Suspicion,stopped
2014-03-13,male,black,23,Roxbury,Probable Cause,stopped
2014-03-14,male,black,17,Boston,Reasonable Suspicion,stopped
2014-03-14,male,hispanic,29,Dorchester,Reasonable Suspicion,stopped
2014-03-14,male,white,17,Boston,Probable Cause,stopped
2014-03-14,male,black,27,Boston,Consented to be Search,observed
2014-03-14,female,black,26,Boston,Probable Cause,stopped
2014-03-14,male,black,19,Boston,Reasonable Suspicion,stopped
2014-03-14,female,black,31,Dorchester,Probable Cause,stopped
2014-03-14,male,white,52,East Boston,Reasonable Suspicion,stopped
2014-03-14,male,black,66,Roslindale,Reasonable Suspicion,observed
2014-03-14,male,black,19,Boston,Reasonable Suspicion,stopped
2014-03-14,female,black,37,Boston,Probable Cause,stopped
2014-03-14,male,black,47,Boston,Reasonable Suspicion,stopped
2014-03-14,male,black,21,Dorchester,Probable Cause,stopped
2014-03-15,male,black,17,South End,Probable Cause,stopped
2014-03-16,male,white,23,Dorchester,Probable Cause,stopped
2014-03-17,male,black,22,Boston,Reasonable Suspicion,stopped
2014-03-17,male,white,15,East Boston,Probable Cause,stopped
2014-03-17,male,white,24,East Boston,Probable Cause,stopped
2014-03-17,male,black,18,Dorchester,Consented to be Search,stopped
2014-03-18,male,black,43,Roxbury,Reasonable Suspicion,stopped
2014-03-18,male,black,31,Dorchester,Consented to be Search,stopped
2014-03-18,male,hispanic,46,Dorchester,Reasonable Suspicion,stopped
2014-03-18,male,black,42,Mattapan,Reasonable Suspicion,stopped
2014-03-18,male,black,28,Dorchester,Probable Cause,stopped
2014-03-18,male,black,33,Mattapan,Probable Cause,stopped
2014-03-19,male,hispanic,20,Boston,Probable Cause,stopped
2014-03-19,female,white,31,Jamaica Plain,Probable Cause,stopped
2014-03-19,male,black,29,Mattapan,Probable Cause,stopped
2014-03-19,male,black,22,Roxbury,Probable Cause,stopped
2014-03-19,male,white,57,Hyde Park,Probable Cause,stopped
2014-03-19,male,hispanic,21,Dorchester,Probable Cause,stopped
2014-03-19,male,white,40,South Boston,Reasonable Suspicion,stopped
2014-03-19,male,white,30,South Boston,Consented to be Search,observed
2014-03-19,male,hispanic,33,Charlestown,Probable Cause,stopped
2014-03-20,male,black,23,Dorchester,Probable Cause,stopped
2014-03-20,male,hispanic,21,Hyde Park,Probable Cause,stopped
2014-03-20,male,hispanic,31,East Boston,Reasonable Suspicion,observed
2014-03-20,male,hispanic,35,East Boston,Reasonable Suspicion,observed
2014-03-20,male,white,39,East Boston,Reasonable Suspicion,observed
2014-03-20,male,hispanic,37,East Boston,Probable Cause,observed
2014-03-20,male,hispanic,23,East Boston,Reasonable Suspicion,observed
2014-03-21,male,black,29,Boston,Probable Cause,stopped
2014-03-21,male,hispanic,30,Roslindale,Reasonable Suspicion,stopped
2014-03-21,male,black,26,Roxbury,Probable Cause,stopped
2014-03-21,male,hispanic,49,East Boston,Probable Cause,stopped
2014-03-21,male,black,46,Roxbury,Probable Cause,stopped
2014-03-22,male,black,20,Dorchester,Probable Cause,observed
2014-03-22,male,black,14,East Boston,Reasonable Suspicion,stopped
2014-03-22,male,black,23,Dorchester,Probable Cause,stopped
2014-03-22,male,hispanic,31,Charlestown,Probable Cause,stopped
2014-03-22,female,black,19,South Boston,Probable Cause,stopped
2014-03-22,male,white,28,South Boston,Consented to be Search,observed
2014-03-22,male,hispanic,18,South Boston,Probable Cause,observed
2014-03-22,male,hispanic,44,East Boston,Reasonable Suspicion,stopped
2014-03-23,female,white,31,East Boston,Reasonable Suspicion,stopped
2014-03-23,male,white,18,Boston,Reasonable Suspicion,stopped
2014-03-23,male,white,31,Jamaica Plain,Reasonable Suspicion,stopped
2014-03-23,male,black,23,Dorchester,Probable Cause,stopped
2014-03-23,male,hispanic,30,Roxbury,Reasonable Suspicion,stopped
2014-03-24,male,white,61,East Boston,Probable Cause,stopped
2014-03-24,male,hispanic,54,East Boston,Consented to be Search,observed
2014-03-24,male,white,56,Boston,Reasonable Suspicion,stopped
2014-03-24,female,hispanic,18,East Boston,Consented to be Search,observed
2014-03-25,male,black,20,Roxbury,Probable Cause,stopped
2014-03-25,male,black,50,Boston,Probable Cause,observed
2014-03-25,male,white,30,Dorchester,Probable Cause,stopped
2014-03-25,female,white,25,Dorchester,Probable Cause,stopped
2014-03-25,male,hispanic,29,East Boston,Reasonable Suspicion,observed
2014-03-26,male,black,20,Dorchester,Probable Cause,stopped
2014-03-26,male,hispanic,42,East Boston,Reasonable Suspicion,stopped
2014-03-26,male,hispanic,28,East Boston,Reasonable Suspicion,stopped
2014-03-27,male,hispanic,44,East Boston,Probable Cause,stopped
2014-03-27,male,black,31,Mattapan,Probable Cause,stopped
2014-03-27,male,black,24,Dorchester,Probable Cause,stopped
2014-03-27,male,black,48,Boston,Reasonable Suspicion,observed
2014-03-28,male,hispanic,21,Roxbury,Probable Cause,stopped
2014-03-28,male,black,20,Dorchester,Probable Cause,stopped
2014-03-28,male,black,19,Boston,Probable Cause,stopped
2014-03-28,male,black,19,Mattapan,Probable Cause,stopped
2014-03-28,male,hispanic,57,East Boston,Consented to be Search,observed
2014-03-28,male,black,37,Dorchester,Probable Cause,stopped
2014-03-28,male,white,22,Boston,Reasonable Suspicion,stopped
2014-03-28,male,black,25,Hyde Park,Reasonable Suspicion,stopped
2014-03-28,male,white,58,Boston,Reasonable Suspicion,observed
2014-03-28,male,black,21,Roxbury,Probable Cause,stopped
2014-03-29,male,hispanic,43,Boston,Probable Cause,stopped
2014-03-29,male,black,57,Mattapan,Reasonable Suspicion,stopped
2014-03-29,male,white,23,Boston,Reasonable Suspicion,observed
2014-03-29,male,white,38,West Roxbury,Probable Cause,stopped
2014-03-30,male,hispanic,16,East Boston,Reasonable Suspicion,stopped
2014-03-30,female,hispanic,17,East Boston,Reasonable Suspicion,stopped
2014-03-30,male,white,37,South Boston,Probable Cause,stopped
2014-03-31,male,black,29,Roxbury,Probable Cause,stopped
2014-03-31,male,black,46,Boston,Probable Cause,stopped
2014-03-31,male,black,28,East Boston,Reasonable Suspicion,observed
2014-03-31,male,black,33,Mattapan,Reasonable Suspicion,observed
2014-03-31,male,white,42,East Boston,Probable Cause,stopped
2014-03-31,male,white,47,Boston,Reasonable Suspicion,observed
2014-03-31,male,hispanic,54,Boston,Reasonable Suspicion,stopped
2014-03-31,male,white,29,Dorchester,Reasonable Suspicion,stopped
2014-03-31,male,black,18,Mattapan,Probable Cause,stopped
2014-03-31,male,black,16,Dorchester,Probable Cause,stopped
2014-04-01,male,black,33,Hyde Park,Probable Cause,stopped
2014-04-01,male,black,34,Boston,Probable Cause,stopped
2014-04-01,male,black,25,Dorchester,Probable Cause,stopped
2014-04-02,male,white,29,Roslindale,Probable Cause,stopped
2014-04-02,male,black,19,Boston,Reasonable Suspicion,observed
2014-04-02,male,black,19,Boston,Reasonable Suspicion,observed
2014-04-02,male,white,38,South Boston,Reasonable Suspicion,observed
2014-04-02,male,black,25,Mattapan,Reasonable Suspicion,stopped
2014-04-02,male,black,21,Boston,Probable Cause,stopped
2014-04-02,male,black,35,Roxbury,Probable Cause,stopped
2014-04-02,male,black,30,Dorchester,Reasonable Suspicion,stopped
2014-04-03,female,black,22,Dorchester,Probable Cause,observed
2014-04-03,female,black,21,Dorchester,Probable Cause,observed
2014-04-03,male,black,24,Dorchester,Probable Cause,stopped
2014-04-03,male,black,15,Dorchester,Probable Cause,stopped
2014-04-03,male,black,18,Dorchester,Probable Cause,stopped
2014-04-03,male,black,51,Dorchester,Probable Cause,stopped
2014-04-03,male,white,60,Dorchester,Reasonable Suspicion,stopped
2014-04-03,male,white,62,Boston,Probable Cause,stopped
2014-04-03,male,black,14,Dorchester,Probable Cause,stopped
2014-04-03,male,white,37,Boston,Reasonable Suspicion,stopped
2014-04-03,male,white,57,Boston,Consented to be Search,stopped
2014-04-03,male,hispanic,22,Roxbury,Reasonable Suspicion,stopped
2014-04-03,male,black,14,South Boston,Consented to be Search,stopped
2014-04-03,male,black,24,Dorchester,Probable Cause,stopped
2014-04-03,male,black,26,Dorchester,Reasonable Suspicion,stopped
2014-04-04,male,white,30,Boston,Reasonable Suspicion,observed
2014-04-04,male,hispanic,27,Dorchester,Consented to be Search,stopped
2014-04-04,female,white,55,Dorchester,Probable Cause,stopped
2014-04-04,male,black,36,Dorchester,Probable Cause,stopped
2014-04-04,male,black,23,Roxbury,Probable Cause,stopped
2014-04-04,male,black,21,Dorchester,Probable Cause,stopped
2014-04-04,male,black,25,Mattapan,Probable Cause,stopped
2014-04-04,female,black,49,Boston,Reasonable Suspicion,stopped
2014-04-04,male,hispanic,31,Charlestown,Probable Cause,stopped
2014-04-04,male,white,46,Boston,Reasonable Suspicion,observed
2014-04-04,female,white,27,Dorchester,Probable Cause,stopped
2014-04-04,male,white,45,Boston,Probable Cause,stopped
2014-04-04,male,black,23,Mattapan,Probable Cause,stopped
2014-04-05,male,black,23,Roxbury,Reasonable Suspicion,stopped
2014-04-05,male,black,29,Hyde Park,Probable Cause,stopped
2014-04-05,male,black,25,Dorchester,Probable Cause,stopped
2014-04-05,male,black,27,Dorchester,Probable Cause,stopped
2014-04-05,male,black,23,Roxbury,Reasonable Suspicion,stopped
2014-04-06,male,white,35,Boston,Reasonable Suspicion,stopped
2014-04-06,male,hispanic,30,Dorchester,Probable Cause,stopped
2014-04-06,male,white,26,North End,Probable Cause,observed
2014-04-06,male,hispanic,27,Boston,Probable Cause,stopped
2014-04-06,male,black,25,Roxbury,Reasonable Suspicion,stopped
2014-04-06,female,white,30,Dorchester,Reasonable Suspicion,stopped
2014-04-06,male,white,65,South Boston,Reasonable Suspicion,observed
2014-04-06,male,black,25,Mattapan,Probable Cause,stopped
2014-04-06,male,black,28,Boston,Probable Cause,observed
2014-04-06,female,white,39,Boston,Reasonable Suspicion,stopped
2014-04-07,male,black,22,Dorchester,Probable Cause,stopped
2014-04-07,male,black,18,Roxbury,Probable Cause,stopped
2014-04-07,male,black,26,Mattapan,Probable Cause,stopped
2014-04-07,male,black,13,Dorchester,Probable Cause,stopped
2014-04-07,male,black,14,Dorchester,Probable Cause,stopped
2014-04-07,male,hispanic,44,East Boston,Probable Cause,stopped
2014-04-07,male,middle eastern,31,Dorchester,Probable Cause,observed
2014-04-07,male,black,25,Mattapan,Probable Cause,observed
2014-04-07,male,black,23,Dorchester,Probable Cause,stopped
2014-04-07,female,black,40,Dorchester,Probable Cause,stopped
2014-04-08,male,white,41,Roxbury,Probable Cause,stopped
2014-04-08,male,hispanic,35,Roxbury,Probable Cause,stopped
2014-04-08,male,white,27,East Boston,Reasonable Suspicion,observed
2014-04-08,male,black,31,West Roxbury,Reasonable Suspicion,stopped
2014-04-08,male,white,43,South Boston,Reasonable Suspicion,stopped
2014-04-08,male,white,29,Boston,Probable Cause,stopped
2014-04-08,female,white,48,South Boston,Probable Cause,stopped
2014-04-08,male,black,25,Hyde Park,Probable Cause,stopped
2014-04-08,male,black,21,Roxbury,Probable Cause,stopped
2014-04-08,male,hispanic,53,Roslindale,Probable Cause,stopped
2014-04-08,male,black,24,Roxbury,Probable Cause,stopped
2014-04-08,male,hispanic,39,Roxbury,Probable Cause,stopped
2014-04-08,male,black,24,Dorchester,Probable Cause,stopped
2014-04-09,male,hispanic,29,Jamaica Plain,Probable Cause,stopped
2014-04-09,male,white,30,North End,Probable Cause,stopped
2014-04-09,male,black,59,Boston,Probable Cause,observed
2014-04-09,male,hispanic,24,Hyde Park,Probable Cause,stopped
2014-04-10,male,black,24,South Boston,Probable Cause,stopped
2014-04-10,male,hispanic,22,Roslindale,Probable Cause,stopped
2014-04-10,male,white,44,Boston,Probable Cause,stopped
2014-04-10,male,hispanic,19,East Boston,Reasonable Suspicion,observed
2014-04-10,male,black,24,Dorchester,Probable Cause,stopped
2014-04-10,male,hispanic,23,South Boston,Probable Cause,stopped
2014-04-11,male,black,49,Roxbury,Probable Cause,stopped
2014-04-11,male,black,21,Dorchester,Reasonable Suspicion,stopped
2014-04-11,male,black,23,Dorchester,Consented to be Search,stopped
2014-04-11,male,black,18,Roxbury,Probable Cause,stopped
2014-04-11,male,black,50,Dorchester,Probable Cause,stopped
2014-04-11,male,hispanic,47,Mattapan,Probable Cause,stopped
2014-04-12,male,hispanic,65,Dorchester,Probable Cause,observed
2014-04-12,male,hispanic,67,Dorchester,Probable Cause,observed
2014-04-12,male,black,57,Roxbury,Probable Cause,observed
2014-04-12,male,black,25,Dorchester,Probable Cause,stopped
2014-04-12,male,white,24,East Boston,Probable Cause,stopped
2014-04-12,female,white,34,Dorchester,Probable Cause,stopped
2014-04-12,male,white,24,Boston,Probable Cause,stopped
2014-04-12,male,asian,29,Dorchester,Probable Cause,stopped
2014-04-13,male,black,28,Boston,Reasonable Suspicion,stopped
2014-04-13,male,black,18,Roxbury,Reasonable Suspicion,stopped
2014-04-13,male,black,22,Dorchester,Probable Cause,stopped
2014-04-13,male,white,18,Dorchester,Reasonable Suspicion,stopped
2014-04-13,male,black,36,Roxbury,Probable Cause,stopped
2014-04-13,male,black,12,Roxbury,Probable Cause,stopped
2014-04-13,female,black,31,Boston,Reasonable Suspicion,observed
2014-04-13,male,hispanic,48,Boston,Reasonable Suspicion,stopped
2014-04-13,male,black,14,Roxbury,Reasonable Suspicion,observed
2014-04-14,male,black,29,Mattapan,Probable Cause,stopped
2014-04-14,male,black,24,Roxbury,Probable Cause,stopped
2014-04-14,male,black,17,Dorchester,Probable Cause,stopped
2014-04-14,male,white,66,Boston,Reasonable Suspicion,observed
2014-04-14,male,black,50,Boston,Reasonable Suspicion,stopped
2014-04-14,male,black,34,Roxbury,Probable Cause,stopped
2014-04-14,female,hispanic,31,Charlestown,Probable Cause,stopped
2014-04-14,male,hispanic,30,Roxbury,Probable Cause,stopped
2014-04-14,male,hispanic,47,Brighton,Reasonable Suspicion,stopped
2014-04-14,male,white,23,Roslindale,Reasonable Suspicion,stopped
2014-04-14,female,black,18,East Boston,Reasonable Suspicion,stopped
2014-04-15,male,black,33,Jamaica Plain,Probable Cause,stopped
2014-04-15,male,black,22,Dorchester,Consented to be Search,stopped
2014-04-15,male,black,18,Jamaica Plain,Probable Cause,stopped
2014-04-15,male,black,48,Roxbury,Probable Cause,stopped
2014-04-15,male,hispanic,28,Roxbury,Probable Cause,stopped
2014-04-15,male,hispanic,24,Dorchester,Probable Cause,stopped
2014-04-16,male,white,26,Roslindale,Consented to be Search,stopped
2014-04-16,male,white,26,Roslindale,Consented to be Search,stopped
2014-04-16,male,white,43,South Boston,Probable Cause,observed
2014-04-16,male,white,26,Roslindale,Consented to be Search,stopped
2014-04-17,male,white,30,Boston,Probable Cause,stopped
2014-04-17,male,white,38,Boston,Probable Cause,stopped
2014-04-17,male,black,19,Boston,Reasonable Suspicion,observed
2014-04-17,male,black,42,Dorchester,Reasonable Suspicion,stopped
2014-04-17,female,white,18,Boston,Reasonable Suspicion,observed
2014-04-17,male,white,24,Boston,Reasonable Suspicion,stopped
2014-04-17,male,white,23,Boston,Reasonable Suspicion,stopped
2014-04-17,male,black,23,Boston,Reasonable Suspicion,stopped
2014-04-18,male,hispanic,32,Boston,Probable Cause,stopped
2014-04-18,male,black,16,Mattapan,Probable Cause,stopped
2014-04-18,male,black,43,Boston,Reasonable Suspicion,stopped
2014-04-18,male,black,26,Boston,Reasonable Suspicion,stopped
2014-04-18,female,white,34,Hyde Park,Probable Cause,stopped
2014-04-18,male,hispanic,38,Boston,Probable Cause,stopped
2014-04-18,male,black,52,Dorchester,Probable Cause,stopped
2014-04-19,male,hispanic,23,Roxbury,Probable Cause,stopped
2014-04-19,male,black,31,Roxbury,Probable Cause,stopped
2014-04-19,male,black,17,Dorchester,Probable Cause,stopped
2014-04-19,male,black,20,Dorchester,Probable Cause,stopped
2014-04-19,male,black,23,Roslindale,Probable Cause,stopped
2014-04-19,male,white,49,Roslindale,Probable Cause,stopped
2014-04-19,male,white,23,Boston,Reasonable Suspicion,stopped
2014-04-19,male,black,48,Dorchester,Reasonable Suspicion,stopped
2014-04-19,male,hispanic,30,Dorchester,Reasonable Suspicion,stopped
2014-04-19,male,black,25,Dorchester,Probable Cause,stopped
2014-04-19,male,hispanic,26,Hyde Park,Probable Cause,stopped
2014-04-19,male,black,23,Mattapan,Reasonable Suspicion,stopped
2014-04-20,male,hispanic,22,Dorchester,Reasonable Suspicion,stopped
2014-04-20,male,hispanic,36,Dorchester,Reasonable Suspicion,stopped
2014-04-20,male,black,17,Boston,Reasonable Suspicion,stopped
2014-04-20,male,black,22,Boston,Probable Cause,stopped
2014-04-21,male,black,16,Boston,Probable Cause,stopped
2014-04-21,male,hispanic,23,Dorchester,Probable Cause,stopped
2014-04-21,male,black,21,Dorchester,Probable Cause,stopped
2014-04-21,male,black,21,Dorchester,Reasonable Suspicion,stopped
2014-04-21,male,black,20,Mattapan,Probable Cause,stopped
2014-04-21,male,hispanic,20,Boston,Probable Cause,stopped
2014-04-22,male,hispanic,17,Roxbury,Probable Cause,stopped
2014-04-22,male,black,24,Dorchester,Probable Cause,stopped
2014-04-22,male,black,26,Mattapan,Reasonable Suspicion,stopped
2014-04-22,male,black,26,Dorchester,Probable Cause,stopped
2014-04-22,male,black,17,Dorchester,Reasonable Suspicion,stopped
2014-04-22,male,black,43,Dorchester,Probable Cause,stopped
2014-04-22,male,black,43,Dorchester,Probable Cause,stopped
2014-04-22,male,white,33,Boston,Probable Cause,stopped
2014-04-22,male,black,66,Allston,Probable Cause,observed
2014-04-22,male,white,30,Jamaica Plain,Reasonable Suspicion,stopped
2014-04-23,male,hispanic,33,West Roxbury,Reasonable Suspicion,stopped
2014-04-23,male,black,22,Dorchester,Reasonable Suspicion,stopped
2014-04-23,male,black,28,Boston,Probable Cause,stopped
2014-04-23,male,hispanic,46,South Boston,Reasonable Suspicion,observed
2014-04-23,female,black,44,Boston,Reasonable Suspicion,observed
2014-04-23,male,hispanic,18,Dorchester,Probable Cause,stopped
2014-04-23,male,black,24,Mattapan,Probable Cause,stopped
2014-04-23,male,black,44,Boston,Reasonable Suspicion,stopped
2014-04-24,male,black,23,Dorchester,Reasonable Suspicion,stopped
2014-04-24,male,black,19,Roxbury,Reasonable Suspicion,stopped
2014-04-24,male,black,31,Dorchester,Reasonable Suspicion,observed
2014-04-24,female,white,44,South Boston,Reasonable Suspicion,stopped
2014-04-24,male,black,47,Boston,Probable Cause,stopped
2014-04-24,male,black,17,Roxbury,Reasonable Suspicion,stopped
2014-04-24,male,black,19,Roxbury,Reasonable Suspicion,stopped
2014-04-24,male,black,33,Hyde Park,Probable Cause,stopped
2014-04-24,male,black,29,Dorchester,Probable Cause,stopped
2014-04-24,male,black,22,Roxbury,Reasonable Suspicion,stopped
2014-04-24,male,white,26,Dorchester,Consented to be Search,observed
2014-04-24,male,black,18,Dorchester,Reasonable Suspicion,stopped
2014-04-24,male,hispanic,24,Boston,Probable Cause,stopped
2014-04-24,male,hispanic,22,Dorchester,Probable Cause,observed
2014-04-24,male,hispanic,26,Mattapan,Probable Cause,stopped
2014-04-24,male,hispanic,30,Mattapan,Probable Cause,stopped
2014-04-24,male,hispanic,23,Jamaica Plain,Probable Cause,stopped
2014-04-24,male,hispanic,30,Mattapan,Probable Cause,stopped
2014-04-24,male,black,24,Hyde Park,Probable Cause,stopped
2014-04-24,male,hispanic,24,Roxbury,Probable Cause,stopped
2014-04-25,male,hispanic,27,Dorchester,Probable Cause,stopped
2014-04-25,male,hispanic,38,Boston,Probable Cause,stopped
2014-04-25,male,hispanic,38,Boston,Probable Cause,stopped
2014-04-25,male,hispanic,19,Hyde Park,Reasonable Suspicion,stopped
2014-04-25,male,black,20,Boston,Probable Cause,stopped
