person_id,incident_id,date,sex,race,age,body,hair,complexion,origin,clothing
100005268,F150005538,8/17/15,Male,Black,34,Small,,,,"BLK BASEBALL HAT,BLACK SHIRT,BLUE JEANS"
100005424,F150005711,8/21/15,Male,White,24,Small,,Light,Hispanic Origin,
100003973,F150004623,7/25/15,Male,Black,24,Medium,Short,Medium Brown,Not of Hispanic Origin,
100002670,F150003463,6/19/15,Male,Black,22,Medium,,Dark,Not of Hispanic Origin,"BLUE JEANS, WHITE T-SHIRT"
100007575,F150007634,8/11/15,Male,Black,39,Thin,Bald,Medium,,"BLACK NORTHFACE, BLACK JEANS"
100002789,F150003556,6/22/15,Male,White,40,Medium,Short,Medium,Not of Hispanic Origin,"HAWAIIAN LEI, BLACK BASEBALL HAT, GRAY SHORTS WITH RED STRIPES, BLACK AND ORANGE SNEAKERS"
100002809,F150003582,6/23/15,Male,White,40,Muscular,Short,Dark,Not of Hispanic Origin,
100004610,F150005102,8/3/15,Male,Black,24,Medium,,Medium,Not of Hispanic Origin,"WHITE T-SHIRT, BLUE JEANS"
100007500,F150007579,8/19/15,Female,Black,27,Medium,,Medium Brown,Not of Hispanic Origin,"BLACK TANK TOP, BLUE JEAN SHORTS"
100002877,F150003610,6/23/15,Male,Black,28,Small,Short,Dark Brown,,"BLACK SHIRT WITH GREEN RED AND YELLOW DESIGN, BLACK  JEANS"
100012154,F150011256,7/11/15,Male,Black,29,Medium,,Medium Brown,,
100008615,F150008566,8/16/15,Male,Black,30,Medium,,Light,Not of Hispanic Origin,"WHITE TSHIRT, BLACK SWEATPANTS"
100003575,F150004295,7/15/15,Male,Black,24,,,Light,Hispanic Origin,"MUSTACHE, CAMO JACKET"
100002807,F150003572,6/23/15,Male,Black,44,Heavy,Short,Unknown,,"LIGHT FACIAL HAIR, DARK T-SHIRT, CAMO PANTS"
100002733,F150003517,6/9/15,Male,Black,21,,,,,
100004530,F150004982,7/31/15,Male,Black,23,Small,Short,Medium Brown,,"UNSHAVEN, DARK COLORED BUCKET HAT, CAMO BACKPACK, BLACK T SHIRT, BLACK SWEATPANTS, BLACK AND WHITE NIKE SNEAKERS, ""LV"" TATTOO BACK OF LEFT HAND"
100008095,F150008098,8/13/15,Male,Black,23,Medium,,Medium Brown,,"WHITE T-SHIRT, BLACK PANTS"
100012802,F160011734,7/16/15,Male,White,27,Medium,Braids,Medium,,"HISPANICLONG HAIR, GOATEE, BRUINS CAP, BLACK TSHIRT, LIGHT GRAY CARGO SHORTS, BLACK SNEAKERS"
100003192,F150003944,7/6/15,Female,White,31,Small,,Medium,,"BLUE JEANS SHORT, ORANGE TOP, SNEAKERS"
100004986,F150005265,8/5/15,Male,White,55,Medium,Short,Medium,,"WEARING BRUINS SHIRT, TAN SHORTS"
100002859,F150003639,6/24/15,Male,White,32,Medium,,,,
100003255,F150003679,6/25/15,Male,White,33,Medium,Short,Medium,,"PLAID SHIRT, BLUE JEANS"
100016035,F160014010,7/6/15,Male,Unknown,41,Medium,,Light,Not of Hispanic Origin,HISPANIC
100005921,F150005540,8/17/15,Male,Black,40,Medium,,Medium,,
100004422,F150004907,5/24/15,Male,Black,26,Heavy,Short,,,PLAID SHIRT/ BLUE JEANS
100005101,F150005366,6/22/15,Male,Black,43,,,Medium,Hispanic Origin,"WHITE TEE, BLUE JEANS"
100006454,F150005293,8/7/15,Male,Black,39,Small,,Medium,Not of Hispanic Origin,
100002653,F150003452,6/18/15,Male,White,31,Obese,,Light,Not of Hispanic Origin,"WHITE SHIRT, BLUE JEANS"
100003374,F150004106,7/13/15,Male,White,32,Medium,Short,Light,,"WHITE THIRT, GRAY SHORTS"
100006619,F150006739,6/23/15,Male,Black,27,Medium,,Medium,,"WHITE TANK TOP, BLACK SHORTS"
100004159,F150004699,7/22/15,Male,Black,28,,,Medium,,"BLACK TSHIRT, BLACK BASKETBALL SHORTS, BLUE SNEAKERS"
100008084,F150008052,8/7/15,Male,Black,36,Small,,Medium Brown,,"GREEN T SHIRT, TAN SHORTS"
100003472,F150004186,7/14/15,Male,White,30,Small,,Light,Not of Hispanic Origin,BLUE CVS SHIRT AND KHAKI PANTS
100005538,F150005805,7/28/15,Male,Black,67,Thin,,Dark,,"BLUE T-SHIRT, BLUE JEANS, BLUE HAT"
100003939,F150004407,7/21/15,Male,Black,65,Medium,Short,Medium Brown,,"BLUE/GRAY STRIPED SHIRT, GRAY SHORTS, WHITE SNEAKERS"
100016668,F160014277,7/4/15,Male,Black,34,,,,,
100007498,F150007576,8/19/15,Male,Black,30,,Afro,Medium,,"FACIAL HAIR, BLACK SHIRT, BLACK JEANS, WHITE SNEAKERS"
100010632,F150010156,7/9/15,Male,Black,21,,,Medium,,"BRAIDS IN HAIR, GREY TANK TOP, GRYE PANTS, GREY NIKES"
100005114,F150005471,8/13/15,Male,Black,23,,,,,LARGE 420 TEE SHIRT WITH MARIJUANA JOINT PHOTO ON THE FRONT
100002740,F150003419,6/16/15,Male,Black,24,Average,Braids,Dark,,"WHITE HOODED SWEATSHIRT, BLACK JEANS."
100002864,F150003615,6/24/15,Male,Black,27,Medium,Short,Dark,Not of Hispanic Origin,"WHITE TANK TOP, JEANS"
100006678,F150006743,6/23/15,Male,Black,34,Muscular,Braids,Medium,,"WHITE T SHIRT, BLUE JEANS, WHITE SNEAKERS"
100003183,F150003938,7/6/15,Female,White,32,Medium,Long,Light,Not of Hispanic Origin,BLACK YOGA PANTS AND A PINK TANK TOP.
100003914,F150004250,7/16/15,Male,Black,19,Thin,Short,Dark,,"JEANS, WHITE T SHIRT"
100002932,F150003685,6/25/15,Male,White,35,Medium,Straight,Light,,"BLACK T-SHIRT, BLACK SNEAKERS, BLACK RUNNING PANTS"
100005287,F150005585,8/17/15,Male,Black,18,Medium,Short,Dark,,
100003452,F150004178,7/14/15,Male,White,41,Medium,Short,Light,,"SUNGLASSES, WHITE T SHIRT, BLACK  BASKETBALL SHORTS, WHITE SOCKS, BLACK SANDALS, BLACK ELECTRIC KEY AROUND NECK"
100007525,F150007646,8/20/15,Male,Black,25,,,Light,Not of Hispanic Origin,BLUE CAP; MULTI-COLORED TANK TOP
100008162,F150008160,8/7/15,Male,Black,25,,,Medium,Not of Hispanic Origin,"BLACK ""LA"" CAP; WHITE TSHIRT; BLUE JEANS"
100005070,F150005439,8/11/15,Male,Black,35,Medium,Short,Medium Brown,,
100006456,F150005293,8/7/15,Male,White,48,,,,Not of Hispanic Origin,
100003543,F150004284,7/18/15,Male,White,46,Heavy,,,,"BLACK SHIRT,BLUE JEANS"
100004212,F150004662,6/25/15,Male,Black,34,,,Dark Brown,,
100004406,F150004627,7/26/15,Male,Black,30,Medium,Braids,Medium Brown,Not of Hispanic Origin,"BLACK T-SHIRT, BLUE JEANS, BLACK HIGH TOP SNEAKERS"
100004531,F150004982,7/31/15,Male,Black,23,,Short,Dark,,"GOLD STUD EARRINGS BOTH EARS, GOLD NECKLACE, WHITE T SHIRT, BLACK SWEATPANTS, TAN/RED/BLACK NIKE SNEAKERS"
100011621,F150010877,7/8/15,Male,Black,18,,,Medium,Not of Hispanic Origin,"WHITE TANK TOP, CAMOFLAUGE"
100005422,F150005697,8/21/15,Male,Black,26,Thin,Short,Medium Brown,,"WEARING A DARK BLUE SHIRT, BLUE JEANS AND ORANGE SNEAKERS"
100005131,F150005482,8/14/15,Male,White,75,Thin,,,Not of Hispanic Origin,
100005113,F150005471,8/13/15,Male,Black,20,,,,,
100007589,F150007652,6/26/15,Male,Black,33,Medium,,Light Brown,,"DREADLOCKS, BEARD, MULTIPLE TATTOOS ON BOTH ARMSWHITE TANK TOP, RED SHORT PANTS"
100003950,F150004506,7/21/15,Male,Black,38,Medium,Short,Medium Brown,,"GREEN SHIRT, BLUE JEANS, GRAY SNEAKERS"
100012081,F150011218,6/21/15,Male,Black,19,Muscular,,Medium,,"WHITE TSHIRT, GRAY JEAN SHORTS"
100003955,F150004567,7/24/15,Female,White,45,Medium,,,,"TAN SHIRT, BLACK/GREY PANTS , BLACK SHOES"
100012156,F150011256,7/11/15,Male,Black,28,,,Medium,,"WHITE TSHIRT, BLUE JEANS"
100005432,F150005696,8/21/15,Male,Black,21,Muscular,,,,
100004027,F150004517,7/24/15,Male,Black,21,Muscular,,,,"RED T-SHIRT, BLUE JEANS"
100012782,F160011713,5/18/15,Male,Black,23,Muscular,,Medium,,"BLACK HOODIE, RED SWEATS"
100007922,F150007952,8/10/15,Male,Black,30,,,Medium,,"BLACK SHIRT, JEANS"
100007402,F150007501,8/16/15,Male,Black,22,Medium,Braids,Medium,,"CAPE VERDEANGOLD CHAIN, BRAIDS TATTOOSBLACK SHIRT, WHITE PANTS"
100003264,F150003947,7/6/15,Male,Black,40,Medium,,Medium,,"GREEN SHIRT, BLUE JEANS, WHITE SNEAKERS"
100003526,F150004232,7/14/15,Male,White,39,Medium,Short,Medium,Not of Hispanic Origin,"RED SHIRT,TAN SHORTS, BROWN SHOES"
100002752,F150003522,6/17/15,Male,White,49,,,,,
100008624,F150008542,8/16/15,Male,Black,24,Stocky,,,,"FACIALGRAY CAP, WHITE THSIRT, BLACK PANTS, BLACK SNEAKERS"
100002974,F150003737,6/28/15,Male,White,44,,,,Hispanic Origin,"BLACK LEATHER JACKET, BLUE T- SHIRT, BLACK JEANS"
100004126,F150004681,7/17/15,Male,Black,57,,,Medium,,
100004423,F150004907,5/24/15,Male,Black,25,Medium,,Medium,,
100017667,F160015331,7/8/15,Male,Black,26,Medium,,,Unknown,"BLUE TSHIRT, KHAKI SHORTS"
100016704,F160014265,7/4/15,Male,Black,19,Medium,Braids,Light,Not of Hispanic Origin,"LIGHT GREEN CAP, WHITE TANK TOP, BLUE JEANSGOATEE"
100012805,F160011737,7/16/15,Male,White,35,,,Light,,"HISPANICBLUE SHIRT, BLUE JEANS, BLACK SANDALS"
100007568,F150007645,6/26/15,Male,Black,20,,,Medium,Not of Hispanic Origin,"GOATEEWHITE T-SHIRT, TAN SHORTS, BLACK BASEBALL CAP"
100008600,F150008534,8/16/15,Male,Black,20,Medium,,Medium,,"WHITE T-SHIRT, BLACK PANTS"
100002698,F150003470,6/6/15,Male,Black,32,,Braids,Medium,,"GREY SHIRT, BLUE JEANS, GREY HOODIE"
100004608,F150005102,8/3/15,Male,Black,22,Medium,,,Unknown,"BLACK HAT, WHITE T-SHIRT, BLUE JEANS"
100003957,F150004580,7/24/15,Male,White,45,Average,Short,Light,,"FOREST GREEN T SHIRT, KHAKI SHORTS AND GPS MONITORING DEVICE ON RIGHT ANKLE"
100006653,F150006777,6/26/15,Male,White,30,Thin,,,Hispanic Origin,"BLACK SHIRT, ""VPG"" ON CHESTBLACK PANTS"
100003985,F150004632,7/26/15,Male,Black,25,Medium,Short,Black,,"BLACK T SHIRT, BLUE JEANS"
100004532,F150004982,7/31/15,Male,Black,19,Heavy,Short,Medium,Not of Hispanic Origin,"WHITE T SHIRT, CUT OFF JEAN SHORTS W/BELT, SOCKS, BLACK SANDALS"
100008144,F150008141,8/12/15,Male,Black,28,,,,,
100003335,F150003984,7/7/15,Male,Black,57,Thin,,,,"WEARING RED SOX JERSEY, JEAN SHORTS"
100012095,F150011240,6/8/15,Male,Black,29,,,Medium,,"WHITE TSHIRT, BLUE JEANS, WHITE SNEAKERS"
100002655,F150003452,6/18/15,Female,White,32,Medium,,Light,Not of Hispanic Origin,
100004025,F150004517,7/24/15,Male,Black,24,Thin,,,,"BLUE T-SHIRT, WHITE SHORTS"
100005413,F150005695,8/20/15,Male,Black,19,,,,,
100005806,F150006078,8/18/15,Female,Black,25,,,Medium,,
100003214,F150003967,7/6/15,Male,Unknown,30,Thin,,Light,Not of Hispanic Origin,
100003212,F150003959,7/6/15,Male,Unknown,30,Thin,,Light,Not of Hispanic Origin,
100003401,F150004149,7/13/15,Male,White,47,Medium,,Medium,,"BLUE BASEBALL HAT, WHITE T SHIRT, KHAKI SHORTS, SNEAKERS, CARRYING A BLUE COLORED FOLDABLE CHAIR IN A GREEN COLORED CASE"
100003818,F150004446,7/21/15,Male,White,36,Stocky,Short,Medium,Not of Hispanic Origin,"BLACK SHIRT WITH WHITE WRITING, BLACK AND GREY CAMO SHORTS, BLACK SNEAKERS, BLACK BACKPACK"
100012080,F150011218,6/21/15,Male,Black,16,,,Medium,,"BLACK HAT, RED LONG SLEEVE PLAID SHIRT"
100005434,F150005696,8/21/15,Male,Black,18,,,,Not of Hispanic Origin,
100016155,F160014181,7/7/15,Female,Black,24,Thin,,Medium,Not of Hispanic Origin,"BLACK HAT, BLACK SHIRT BLUE JEANS"
100002934,F150003691,6/26/15,Male,Asian,46,Medium,Short,Medium,,"NAVY BLUE LONGSLEEVE SHIRT, KHAKI CARGO SHORTS, WHITE SNEAKERS"
100004611,F150005102,8/3/15,Male,Black,37,Heavy,,,,"GREEN SHIRT, BLUE JEANS, SUNGLASSES"
100012152,F150011256,7/11/15,Male,Black,25,,,Medium,,"LIGHT BLUE HAT, LIGHT JEANS"
100004975,F150005322,8/9/15,Male,White,44,Heavy,Short,Light Brown,,"LONG SLEEVE ORANGE AND WHITE TEE SHIRT, BLUE JEANS, WHITE SNEAKERS"
100002683,F150003482,6/20/15,Male,Black,25,Medium,,,,BLACK HOODED SWEATSHIRT
100008215,F150008206,8/7/15,Male,White,32,,,Medium,,"WHITE SHIRT, PLAID SHORTS"
100007044,F150007201,6/12/15,Male,Unknown,23,Obese,,Dark,,"WHITE T SHIRT, BLUE JEANS"
100007394,F150007482,8/22/15,Male,Black,23,Medium,,Medium,,"WHITE T-SHIRT, JEANS"
100016164,F160014190,7/7/15,Male,Unknown,23,,,Medium,,"HISPANICBLUE/WHITE SHIRT, BLUE JEANS, WHITE SNEAKERS"
100002818,F150003602,6/14/15,Female,Unknown,20,,,Medium,Hispanic Origin,
100012162,F150011257,7/15/15,Male,Black,24,,,Medium,Not of Hispanic Origin,"WHITE TSHIRT, BEIGE SHORTS"
100012855,F160011771,7/18/15,Male,Black,25,,,Dark,,"BLACK SHIRT, BLACK JEANS, GRAY SHOES"
100003639,F150004346,7/20/15,Male,Black,25,Thin,Short,Dark,,"BLUE DRESS SHIRT, BROWN PANTS"
100004436,F150004921,6/22/15,Male,Black,24,Medium,,Brown,,BLUE SHIRT/ BLACK PANTS/
100005242,F150005581,8/18/15,Female,Black,42,Small,Short,Light Brown,,"WHITE TSHIRT WITH BLACK WRITING, WHITE SHORTS WITH BLACK WRITING, WHITE SNEAKERS"
100017924,F160015552,7/3/15,Male,Black,18,Medium,Braids,Dark Brown,Not of Hispanic Origin,"WHITE TANK TOP, BLUE SWEAT PANTS, WHITE SNEAKERS"
100003578,F150004295,7/15/15,Male,Black,29,,,Dark,Not of Hispanic Origin,"WHITE SHIRT, GREY PANTS"
100008733,F150008621,8/20/15,Male,Black,17,,,,Not of Hispanic Origin,"MAROON TANK TOP, BLUE JEANS"
100004487,F150004698,7/23/15,Female,Black,22,,,Medium,,
100004493,F150004696,7/23/15,Female,Black,22,,,Medium,,
100002633,F150003408,6/16/15,Male,Black,37,Thin,Short,Light Brown,Not of Hispanic Origin,WHITE T-SHIRT BLUE JEANS
100011668,F150010927,7/26/15,Male,White,24,,,Light,,"GREEN CELTICS T-SHIRT, SILVER SHORTS"
100007100,F150007160,8/21/15,Male,Black,21,,,Medium,,"GOATEE, BLACK SHORTS W/WHITE STRIPES, PURPLE/YELLOW CAP, BLUE T SHIRT, BLUE SNEAKERS, PURPLE SOCKS"
100003360,F150004047,7/3/15,Male,Black,53,Heavy,Short,Dark Brown,,"WHITE SHIRT, BLACK PANTS, BLACK SHOES"
100005412,F150005695,8/20/15,Male,Black,21,,,,Not of Hispanic Origin,
100009085,F150008995,8/15/15,Male,Black,24,,,Medium Brown,,"LIGHT FACIAL HAIRWHITE TANK TOP, BLUE JEANS"
100002830,F150003605,6/23/15,Male,Black,22,Medium,Braids,Black,,"YELLOW SHIRT, GRAY SHORTS, WHITE SNEAKERS"
100007397,F150007494,8/22/15,Male,Black,23,Thin,,Dark,Not of Hispanic Origin,"BEARDWHITE T-SHIRT, BLUE JEANS"
100004443,F150004924,4/30/15,Male,Black,27,Medium,,Medium,,LT GRAY HOODIE W/ BLACK STRIPES/ DARK BLUE JEANS/ WHITE BELT
100012781,F160011715,5/18/15,Male,Black,23,Medium,,Medium,,"GOLD BOTTOM TEETH 'GRILL'RED TSHIRT, BLACK JEANS"
100008574,F150008501,8/14/15,Male,Black,19,Heavy,,Light,,CORN ROW HAIR; BLUE TANK TOP
100004806,F150004572,7/8/15,Male,Black,34,Stocky,,,,
100005421,F150005697,8/21/15,Male,Black,20,Thin,,,,"WEARING A RED BASEBALL HAT, RED SHIRT WITH WHITE ON IT AND BLUE JEANS"
100005025,F150005344,8/11/15,Male,Unknown,39,Thin,Short,Light Brown,,"CAMOUFLAGED CAP, BLACK T-SHIRT, BLACK SHORTS, BLACK SOCKS, BLACK SNEAKERS"
100005306,F150005614,3/12/15,Male,Black,21,,,Medium,,BLUE JACKET/ BLACK PANTS
100004030,F150004494,7/23/15,Male,Black,21,Medium,Short,,Not of Hispanic Origin,"BLUE JEAN JACKET, BLUE JEANS"
100011316,F150010659,7/29/15,Male,Black,20,Medium,,Medium,Not of Hispanic Origin,"UNSHAVENWHITE SHIRT, WHITE SHORTS"
100012865,F160011767,7/17/15,Male,Black,20,Medium,,Medium,Not of Hispanic Origin,"LIGHT BEARDBLUE/RED SHIRT, BLUE JEANS"
100007541,F150007668,6/26/15,Male,Black,25,,,Medium,,"RED SHORTS, WHITE T-SHIRT, RED HAT, TAN VEST"
100002776,F150003547,6/12/15,Female,Black,22,,,,,
100004480,F150004792,7/29/15,Male,Black,25,Medium,Short,Medium Brown,Not of Hispanic Origin,"WHITE TANKTOP, GREY SHORTS, GREY/WHITE SNEAKERS"
100003913,F150004250,7/16/15,Male,Black,20,,Short,Dark,Not of Hispanic Origin,"GREEN SOCCER JERSEY STYLE SHIRT W/ WRITING ON THE FRONT, GREEN HAT, LIGHT JEANS"
100005269,F150005538,8/17/15,Male,Black,26,,,,,"BLACK HAT,BLUE JEANS"
100012581,F160011572,6/21/15,Male,Black,22,,,Medium,Not of Hispanic Origin,"BASEBALL CAP, NAVY HOODIE, BLUE JEANS"
100005209,F150005529,8/15/15,Male,Black,51,Medium,Short,Brown,Not of Hispanic Origin,"BLACK SHIRT, BLACK SHORTS, BLACK SNEAKERS"
100004225,F150004650,7/27/15,Male,Black,45,Medium,,,,"BLK/WHT STRIPE SHIRT,BLK PANTS,BLK WHT SHOES."
100011652,F150010916,6/3/15,Male,Unknown,17,,,Dark,,"BRAIDS, BEARD, BLK TSHIRT, BROWN PANTS, BLK SNEAKERS"
100003986,F150004632,7/26/15,Male,Black,23,Small,Short,Brown,Not of Hispanic Origin,"GREY SWEATSHIRT, RED T SHIRT, BLUE JEANS"
100003162,F150003765,6/29/15,Male,Black,24,Thin,Short,Black,Not of Hispanic Origin,"BLACK AND GRAY HOODIE SWEATSHIRT, GRAY SWEATPANTS AND BLACK/GRAY SNEEKERS"
100002612,F150003418,6/16/15,Male,Black,34,Medium,Short,Dark,Not of Hispanic Origin,"BLACK RED SOX BALL CAP, BROWN HOODED SWEATSHIRT, BLACK JEANS"
100011828,F150011036,7/24/15,Male,Black,21,,,Medium,,"GREEN CAMO PANTS, GREEN SHIRT"
100003967,F150004618,7/21/15,Male,Black,21,Thin,,,,"BLACK CAP, BLACK TANK TOP, CAMOFLAGUE PANTS"
100002950,F150003725,6/27/15,Male,Black,13,Thin,Afro,Dark Brown,Not of Hispanic Origin,"RED T-SHIRT AROUND NECK, BLUE SWEATER, BLUE JEANS, WHITE SNEAKERS"
100015920,F160014023,7/7/15,Male,Black,31,Stocky,,Medium,Not of Hispanic Origin,"WHITE TANK TOP, BLUE SHORTS"
100012147,F150011259,7/15/15,Male,Black,16,,,Medium,Not of Hispanic Origin,BLACK PANTS
100005112,F150005471,8/13/15,Male,Black,15,Heavy,,,,
100016140,F160014171,7/4/15,Male,Black,27,,,Dark,Unknown,"WHITE TSHIRT, BLCK SWEATS"
100005108,F150005470,8/13/15,Male,White,22,,,,,"RED BASEBALL CAP BLACK TEESHIRT, DARK COLORED SHORTS SNEAKERS"
100003535,F150004241,7/16/15,Male,White,45,Thin,Short,Light,Not of Hispanic Origin,"BLUE SHIRT, BLACK SHORTS, BLUE SNEAKERS"
100004466,F150004944,7/30/15,Male,Black,26,Thin,Short,Dark Brown,,"WHITE T-SHIRT, BLUE JEANS"
100004926,F150005254,5/10/15,Male,Black,32,,,,,RED/WHITE HAT/ BLUE SHIRT
100005007,F150005340,8/10/15,Female,Black,40,Medium,Straight,Dark,,"FADED CUT BLUE JEANS, SANDALS, BLACK TANK TOP"
100004866,F150005207,8/5/15,Male,Black,15,Medium,,,,"MULTI COLORED TANK TOP, DARK PANTS"
100005253,F150005472,8/1/15,Male,Black,23,,,,,
100016315,F160014377,7/3/15,Male,Black,25,Thin,,Medium Brown,,"WHITE TSHIRT, GRAY PANTS"
100008591,F150008455,8/14/15,Male,Black,48,,,Brown,Not of Hispanic Origin,"MUSTACHE;RED HAT ""BOSTON RED SOX"", RED POLO TSHIRT"
100008085,F150008053,8/8/15,Male,Black,25,,,Medium,,"RED CLEVELAND CAVALIERS HAT, WHITE TSHIRT, DARK MAROON JEANS, WHITE SNEAKERS"
100012565,F160011559,7/14/15,Male,Black,18,Obese,Bald,Light,Not of Hispanic Origin,"BRACESWHITE TSHIRT, JEANS"
100004609,F150005102,8/3/15,Male,Black,18,Obese,,,Not of Hispanic Origin,"GRAY HAT, BLACK SHIRT W/TIGERS ON IT, BLUE JEANS"
100003288,F150004050,7/10/15,Male,Black,17,Average,Short,Dark,,"GREEN JACKET, DARK BLUE HOODIE, GREY SWEATPANTS, GREY SNEAKERS"
100002816,F150003570,6/23/15,Female,White,30,Thin,Long,Light,,"BLACK DRESS, SILVER SLIPPERS"
100002832,F150003605,6/23/15,Female,Black,18,Medium,Straight,Light,Not of Hispanic Origin,BLUE DRESS
100012742,F160011688,7/19/15,Male,Black,28,,,Dark,,"MUSTACHEBLACK POLO SHIRT"
100004351,F150004818,4/21/15,Male,Black,31,,,Medium,,BLUE CAP/ BLUE SHIRT/ BLUE JEANS
100003740,F150004456,7/21/15,Male,White,46,,,,,"WHITE AND GREEN T-SHIRT, BLUE JEANS, BIKE HELMET"
100003037,F150003760,5/1/15,Male,White,21,Unknown,,Medium,Hispanic Origin,"WHITE/ BLACK HOODIE, BLUE JEANS"
100007352,F150007434,8/19/15,Male,Black,17,Medium,,Medium,,BRAIDED HAIR; WHITE TANK TOP; BLUE JEANS
100007334,F150007425,8/20/15,Female,Black,18,,,Light,,"CAPE VERDEANPINK DRESS"
100009491,F150009308,7/10/15,Male,White,25,,,,,"GREY SHIRT, BLK SHORTS, GREY SNEAKERS"
100004745,F150005048,7/25/15,Male,Black,42,,,Medium,Not of Hispanic Origin,"GREY TSHIRT, BLUE JEANS"
100004997,F150005276,8/6/15,Male,Black,29,,,,Not of Hispanic Origin,"BLUE CAMOFLAGE DOO RAG, WHITE T SHIRT, GREEN CAMOFLAGE SHORTS"
100012858,F160011763,7/16/15,Male,Black,24,Medium,,Brown,Not of Hispanic Origin,"WHITE TSHIRT, BLACK BASKETBALL SHORS, SNAKESKIN SNEAKERS"
100004383,F150004842,4/24/15,Male,Black,28,,,Dark,,BLACK JACKET/ WHITE HOODIE/ BLUE JEANS
100002616,F150003414,6/17/15,Male,Unknown,31,Medium,,,,"WHITE T SHIRT,GREY SWEATPANTS"
100004595,F150005044,8/1/15,Male,Black,36,Medium,Short,Medium,,"BLACK JEANS, WHITE TSHIRT."
100004376,F150004836,4/21/15,Male,Black,26,Medium,,Medium,Not of Hispanic Origin,GRAY HOODIE/ JEANS
100007566,F150007633,8/11/15,Male,Black,28,,,Dark,Not of Hispanic Origin,"BLACK T-SHIRT, BLACK PANTS"
100002839,F150003578,6/23/15,Male,Black,51,Thin,Short,Black,,"PLAID TSHIRT, BLACK JEANS, GREY SNEAKERS"
100005210,F150005529,8/15/15,Male,Black,52,Medium,Bald,Brown,Not of Hispanic Origin,
100006500,F150003741,5/31/15,Female,Black,37,Medium,,,Not of Hispanic Origin,
100004865,F150005207,8/5/15,Male,Black,21,Medium,Short,Brown,,"GREY HOODIE, BLACK PANTS, GREY SNEAKERS, BLACK BOOK BAG"
100003959,F150004586,7/24/15,Male,Black,49,Medium,,,Not of Hispanic Origin,"BLACK/RED ADIDAS SNEAKERS, BLUE JEANS, BLUE/WHITE PLAID SHIRT CARRYING SHOPPING BAG"
100012085,F150011218,6/21/15,Male,Black,43,Medium,,,,"BLACK/WHITE SHIRT, KHAKI PANTS"
100004615,F150005103,8/4/15,Male,Black,19,,,,Unknown,"WHITE T-SHIRT, BLACK SHORTS"
100002984,F150003711,6/27/15,Male,White,30,Muscular,,,Not of Hispanic Origin,
100002775,F150003547,6/12/15,Male,Unknown,22,Stocky,,,,
100011761,F150010999,7/24/15,Male,Black,21,,,Medium,,HISPANIC
100004677,F150004888,7/29/15,Male,White,45,Thin,Short,Fair,,"BLUE T SHIRT, BLUE CARGO SHORTS, AND GREY SNEAKERS"
100003365,F150004057,7/10/15,Male,White,32,Medium,,,Not of Hispanic Origin,"GRAY SHIRT, WHITE SHORTS, GRAY SNEAKERS"
100003490,F150004206,7/15/15,Male,Black,23,Heavy,Short,,,BLUE POLO SHIRT BLUE JEANS
100004614,F150005103,8/4/15,Male,Black,23,Heavy,,,,"GREEN SHIRT, BLUE JEANS"
100005308,F150005616,4/21/15,Male,White,36,,,Light,,"BLUE HOODIE, JEANS"
100003443,F150004131,7/13/15,Male,White,32,Thin,Short,Medium,Not of Hispanic Origin,
100002968,F150003720,6/27/15,Female,Unknown,35,Thin,Curly,Pale,,"RED & WHITE RED SOX ZIP UP HOODIE, RED ""JUICY"" SWEAT PANTS, BLACK SNEAKERS"
100002981,F150003749,6/29/15,Male,Black,17,,,,,"BLACK JACKET, BLUE JEANS"
100002617,F150003414,6/17/15,Male,Unknown,41,Thin,Straight,Medium,,"GREY SWEATSHIRT, GREY SWEATPANTS, BALLCAP"
100002618,F150003414,6/17/15,Male,Black,23,Stocky,,Dark,,"BLACK SWEATS, BALL CAP"
100003233,F150003977,7/7/15,Female,White,21,,Short,,Not of Hispanic Origin,"WHITE TANK TOP, TAN SHORTS"
100002631,F150003430,6/17/15,Male,Black,,Small,Bald,Dark Brown,,"WHIT POLO SHIRT WITH BLUE STRIPES UNDER A DARK COLORED HOODIE, BLUE JEANS, WHITE SNEAKERS WITH A BLACK SOLE"
100002638,F150003442,6/18/15,Male,White,42,Thin,Short,Brown,,"BLACK T-SHIRT, BLACK RUNNING SHORTS"
100002640,F150003439,6/17/15,Male,Black,25,Average,,Medium,,"BLACK JACKET, BLUE JEANS, WHITE SNEAKERS, WHITE TSHIRT, REB ""B"" HAT."
100002642,F150003431,5/17/15,Male,Black,28,,,Medium,,BLK/PURPLE SMILEY FACE HAT / BLK SWEATSHIRT/ PURPLE POLO/ BLUE JEANS
100002643,F150003431,5/17/15,Male,Black,27,,,,,
100002644,F150003431,5/17/15,Male,Black,31,,,,,
100002657,F150003448,6/10/15,Male,Black,20,,,,,
100009121,F150009009,8/15/15,Male,Black,20,,,Medium,,"BEARDBLACK SHIRT, BLUE JEANS"
100002658,F150003448,6/10/15,Male,Black,22,,,,,
100002659,F150003448,6/10/15,Male,Black,22,,,,,
100002672,F150003473,6/19/15,Male,Black,24,Thin,Short,Medium Brown,,"GRAY T SHIRT, TAN KHAKIS"
100002682,F150003482,6/20/15,Male,Black,27,,,,,BLACK AND RED LONG SLEEVE SHIRT
100002687,F150003480,6/18/15,Female,White,37,Medium,,Medium,,MS DURBANO WAS WEARING A BLACK TANK TOP AND BLACK PANTS
